k,max_depth,f1_score
10,3,0.027777777777777776
10,3,0.0
10,3,0.0
10,3,0.05555555555555555
10,3,0.0
10,3,0.027777777777777776
10,3,0.027777777777777776
10,3,0.027777777777777776
10,3,0.0
10,3,0.0
10,3,0.0
10,3,0.05555555555555555
10,3,0.0
10,3,0.05555555555555555
10,3,0.08108108108108109
10,3,0.027777777777777776
10,3,0.0
10,3,0.0547945205479452
10,3,0.0
10,3,0.0
10,3,0.027777777777777776
10,3,0.0
10,3,0.028169014084507043
10,3,0.05555555555555555
10,3,0.0
10,3,0.027777777777777776
10,3,0.027777777777777776
10,3,0.0547945205479452
10,3,0.0
10,3,0.0
10,3,0.0547945205479452
10,3,0.0821917808219178
10,3,0.0
10,3,0.0
10,3,0.027777777777777776
10,3,0.027777777777777776
10,3,0.0
10,3,0.0
10,3,0.027777777777777776
10,3,0.0547945205479452
10,3,0.0547945205479452
